ID,label
13106,1
5201,1
18908,0
50707,1
27911,1
20097,0
24943,1
3804,1
48208,1
31012,0
27852,1
6385,1
12125,0
36272,1
20882,1
43557,1
14374,0
18549,1
16637,0
44875,1
17450,0
29626,1
29393,1
43422,1
34687,1
16460,0
31429,1
48167,1
32883,1
28081,0
31222,1
45273,1
13665,1
11426,1
33025,0
25886,0
23601,0
32910,0
17023,0
9731,0
45152,0
24599,1
44400,0
35767,1
24279,1
1849,0
42721,0
11060,0
21173,0
6063,0
20632,1
5817,0
31324,1
8940,0
15841,0
4268,0
18998,1
17073,1
37184,0
12377,0
21939,0
1620,0
6287,0
26544,0
41560,1
30121,1
24080,1
31248,1
1257,0
14706,1
14837,0
45108,1
46865,0
20275,0
51559,1
991,1
47165,0
41405,0
11764,1
16519,1
30483,1
14329,1
35521,1
42848,0
24367,0
9784,1
9906,0
11252,1
12199,0
38589,1
25330,0
8314,1
23958,0
26731,0
4021,1
49769,1
19364,1
52280,1
33930,1
36607,0
49605,1
40731,0
19959,1
17095,1
43983,1
7625,1
15886,0
18561,1
40561,0
41777,1
43156,0
37706,1
44047,0
33273,1
13710,1
571,1
48807,1
11902,0
18377,0
35362,1
34293,0
26620,1
31814,1
31127,0
20737,0
1314,1
14828,1
25610,0
20806,1
37936,0
33235,0
13998,1
19576,0
37083,1
38212,0
17171,1
16897,1
29970,0
27801,0
3970,0
8355,0
5564,0
49558,1
34539,1
25960,0
4911,0
32856,1
51787,1
2136,0
23621,1
14718,1
51069,0
24426,1
7497,0
24107,0
173,0
27634,0
15299,1
37525,0
29977,1
29239,1
17967,1
14798,0
49909,1
30738,1
17189,1
8275,0
50563,0
37596,0
23519,1
40982,1
18794,0
8876,0
28429,1
42090,1
34417,0
5684,0
6630,0
7023,1
3055,1
35880,1
26844,1
12466,1
38257,0
32215,1
7882,1
25829,0
4305,0
3022,1
13419,1
2880,1
33611,1
24346,1
28639,0
38302,1
37193,0
45943,1
12636,0
25640,0
9611,0
43105,0
300,0
7814,0
11776,1
35168,1
16324,1
40168,0
22668,1
25204,1
27070,0
8137,1
35637,1
772,1
12972,0
38037,0
1711,1
5886,0
27848,0
27280,1
18326,1
25209,0
17035,0
23580,0
48491,0
47338,1
21048,1
32139,1
39596,0
40509,0
2000,0
10071,1
5493,1
4378,0
9092,0
12716,0
39127,1
44118,0
4610,0
45100,1
30025,0
21993,1
33942,0
39478,0
16062,1
15624,1
47173,0
42238,1
21487,1
40837,1
41225,1
1275,1
4654,1
32168,1
42869,1
22280,0
23294,0
16488,0
16613,1
51185,0
46999,0
48144,0
13113,0
4280,1
34295,1
28203,0
8298,0
17853,1
17485,0
24344,1
28123,0
33683,1
48971,0
45156,1
4768,1
17141,0
10542,1
41913,1
34787,0
9104,0
21396,1
8556,0
14963,0
2079,0
41488,0
48965,1
2005,0
28461,1
5775,1
37565,1
6149,1
40601,0
2837,0
43365,0
47837,0
4884,1
30879,1
14324,0
37804,1
22188,0
20903,0
31636,0
43895,1
49869,0
44089,1
18161,0
21268,0
41820,1
17017,1
40562,1
38833,0
28345,1
20463,1
44840,1
26419,1
36302,1
8672,0
47136,1
44980,0
1829,0
10276,0
7733,0
20019,1
47500,0
4312,1
39143,0
35076,1
6801,0
26659,1
16209,0
9808,0
26047,0
430,0
3708,1
2411,1
37720,0
39921,1
21903,1
30618,0
7829,0
20592,1
11532,0
34357,1
50471,0
36676,1
28789,0
43227,0
7336,1
5275,0
23732,0
33202,0
49320,0
36552,0
18897,1
24397,1
2689,0
49253,1
50543,1
35028,0
43992,1
24308,0
4471,0
38740,1
27772,0
41866,1
8836,1
23253,0
14309,0
23492,1
6481,1
49535,0
51045,1
33601,1
29893,1
1724,0
25530,0
26600,1
5090,1
47838,1
44956,1
33110,1
47682,0
36970,1
9409,0
42418,1
27939,0
6056,0
7572,0
12194,0
43971,0
45023,0
20075,1
30791,1
15385,1
46790,1
663,0
51116,1
35317,1
10937,1
19314,1
29937,0
29619,0
5670,1
17872,0
4303,0
2338,1
32409,0
28098,1
21509,0
45650,0
28211,0
31328,1
40529,1
21899,1
35957,0
26275,0
12133,1
26876,1
38427,1
46329,1
11992,0
32771,0
41304,1
7265,1
2315,1
34136,1
2188,0
51038,0
12604,0
9980,1
28332,1
45926,0
3435,1
38532,1
18582,0
5946,0
44437,1
38883,0
45135,1
36320,1
40235,0
806,1
29751,0
7781,0
49510,0
49421,1
29772,0
20136,1
40611,1
17010,1
22074,0
33705,0
2322,1
30600,1
24944,1
12782,1
32032,0
36147,1
15543,0
33909,0
39189,0
38067,0
28571,0
29378,0
30878,0
32873,0
4181,0
26790,1
12518,1
24605,1
25293,1
51507,0
4931,1
46253,0
34588,1
21710,0
10552,0
12529,0
17707,0
43689,0
40405,1
50986,1
20731,1
38245,0
44549,0
48842,1
29328,1
3947,1
4572,1
17358,1
39530,0
11690,0
32385,0
4982,1
15965,0
51599,1
31358,1
32209,1
11607,1
30665,0
24510,1
26669,1
30771,1
34412,1
10757,1
28114,0
51132,1
10377,0
15656,1
33012,0
4811,1
20773,0
30976,0
10000,0
3308,1
8082,1
28222,0
30200,1
3264,1
20175,1
18481,0
31733,1
44925,0
47946,0
37502,1
623,1
4087,1
13143,0
26474,0
38015,0
32702,0
23180,0
27846,1
10489,0
10149,0
7131,1
28284,1
42143,1
46093,1
40166,0
24031,0
39119,1
39917,1
9891,0
36809,0
13980,0
35075,0
20079,0
46839,0
6394,1
44159,1
14697,0
33746,1
24964,1
2312,1
1078,1
12401,0
34013,0
31126,1
44181,1
14815,1
34550,1
42264,1
28154,0
40932,0
47488,1
15542,1
15512,1
22911,1
20285,1
47328,0
50086,1
35228,0
25299,1
30795,1
50538,1
36251,0
15002,0
26993,1
17790,0
20451,1
38663,1
27221,1
35841,0
45177,1
4261,1
24764,0
39765,0
26349,0
34547,0
52108,1
43294,0
40426,1
9006,1
42537,0
45330,1
42887,1
34321,1
37400,1
39212,1
6456,0
21141,0
14961,1
11267,0
7825,0
33305,1
50346,0
7592,1
14343,1
33037,0
11470,1
48372,0
27738,0
3077,0
23589,0
27649,0
33747,1
20727,1
602,1
47025,1
47023,1
31498,0
10012,1
24834,1
46400,0
8213,1
47237,1
3040,1
4234,1
23541,0
48171,1
21714,0
19545,0
11955,1
17124,0
51510,0
14288,0
51750,0
20848,0
27476,0
48467,0
39107,0
10998,1
49973,0
51841,1
14638,1
12089,0
26307,1
26113,1
2701,0
36010,1
36702,0
14232,0
45969,1
17175,1
8258,0
23170,0
1974,0
16279,0
12374,1
2537,0
14908,1
19836,1
42102,1
44655,1
2862,1
51280,1
43830,0
28342,0
16851,0
39633,0
8003,0
26651,0
41318,1
19556,0
18819,0
51203,1
6970,0
14964,1
23434,1
29059,1
39201,1
20294,0
424,1
23999,0
23551,0
17664,1
22389,0
50005,0
28462,0
44720,0
7792,1
36142,0
15975,0
24962,1
7662,0
36840,1
44643,1
47179,1
35429,0
39326,1
40094,1
47472,1
18797,0
9288,0
48394,1
24043,1
36140,0
45149,1
5056,0
39980,1
208,1
6030,0
14523,0
28024,1
52320,1
3063,1
34088,1
10162,1
49156,0
46275,1
360,1
6802,1
38526,0
24539,0
44807,1
39979,1
31476,0
50521,0
3646,1
8012,1
16620,0
39912,0
14657,1
37621,1
27635,1
14942,0
8000,0
19382,1
37676,1
51557,0
46718,0
22953,0
26924,1
36267,1
24274,0
26793,1
39915,1
24386,0
20160,1
8817,1
40934,1
31463,1
6269,1
5040,0
9802,1
5342,0
49243,0
44674,0
8879,1
1252,1
5260,1
7847,0
36424,1
22499,0
36009,0
9537,0
11166,1
5124,1
13416,0
12302,1
9443,0
26546,1
27758,0
4321,1
21876,0
51393,0
29793,1
35765,1
23265,1
5797,0
35706,0
1779,1
49611,1
38904,1
26437,0
23354,1
52315,1
42309,0
39349,1
8216,1
19072,0
33236,1
43563,0
33310,0
30172,1
22851,0
19282,1
42307,1
43412,1
49724,1
47854,1
27206,1
33129,1
7283,0
38031,0
35467,0
11973,1
7449,1
25464,1
49877,1
41987,1
40315,1
15080,1
7496,1
17838,0
9718,1
13108,0
2728,0
33014,0
12160,1
35094,1
48379,1
19897,0
31383,0
34892,1
5082,0
23083,0
11566,1
32191,0
46104,1
35581,0
16906,1
6140,1
36910,1
51300,0
22819,0
12811,1
34238,0
34863,1
30947,1
18955,0
20929,1
5250,0
40042,1
50786,1
8166,1
11543,1
15139,0
22803,0
23197,1
35196,0
7744,1
26596,0
29091,1
7812,0
31003,1
34734,1
42217,0
48624,1
46823,0
47524,0
33509,0
40625,1
42339,1
20421,1
20078,1
9872,0
12706,0
1557,0
125,1
40797,1
26588,0
11905,0
4703,0
51179,1
7102,0
35597,1
50245,0
16758,1
513,0
19523,1
38210,0
43590,1
45826,1
1665,0
43297,0
7296,0
45284,0
21359,0
44206,1
49645,0
19071,0
36024,1
34100,1
23403,1
49130,1
24790,0
14936,0
32369,0
36671,1
4531,0
28317,0
24745,1
45182,0
22264,1
27856,1
9295,1
12236,0
33495,1
23270,0
14911,0
2927,0
19281,1
16251,0
14940,1
6874,1
44266,1
52228,1
9361,1
22781,1
13917,0
19876,0
23976,0
16019,1
47369,1
20651,1
15417,0
18023,1
47043,1
13837,1
27010,1
27429,1
20349,1
41294,1
41308,0
30740,0
23176,1
50283,0
270,1
8690,1
48554,0
22930,1
19408,1
14372,1
7077,1
34479,0
21003,0
39999,1
32350,0
51131,1
13208,1
40749,1
23385,1
42635,0
50546,0
12785,0
26084,1
41214,1
45533,1
4793,1
30435,1
23283,1
46539,1
12637,1
26025,1
42029,1
43682,0
31977,1
51795,0
4988,0
51506,1
22494,1
37749,1
40203,0
39968,0
35051,1
49475,1
16907,0
17868,0
11578,1
34885,1
38559,1
41655,1
47452,1
26784,0
26255,1
19062,0
38704,1
1777,0
21832,0
21349,0
25533,1
30637,1
20940,0
49185,1
20370,1
31982,1
46077,0
28426,1
2928,0
31974,0
32506,1
46296,0
47876,1
22498,1
52305,1
47135,0
5179,1
43706,1
12605,0
29455,0
48811,1
399,0
27625,0
27286,0
32928,0
35441,1
1153,0
4130,0
28764,1
42625,1
25728,0
41612,0
42286,0
3857,1
43023,1
39110,0
20499,1
4056,0
945,0
52044,1
41711,1
30911,0
1104,0
3154,1
45068,1
3247,1
24245,0
22098,0
11026,0
1525,1
21820,1
13293,0
47701,1
11200,1
51144,0
43180,0
10914,1
51924,1
24624,1
19315,1
28369,1
1975,1
732,1
45967,1
22980,1
7599,1
11429,0
13722,1
1213,0
31743,0
1991,0
22883,1
28260,0
51030,0
38757,0
26037,0
37638,0
25999,1
14861,1
39019,0
51353,1
36434,0
38435,1
15889,1
27980,1
44816,0
47398,1
21997,0
22451,1
35118,1
36038,1
34523,1
50792,1
40954,0
1281,0
28594,1
9821,1
52249,1
49783,1
958,0
12145,0
1353,0
17818,1
48246,0
20728,0
18197,1
6422,1
47617,1
30488,1
12363,1
34527,0
1455,0
36595,1
18138,0
19934,1
7381,1
34414,1
27566,1
22330,1
28300,0
17421,0
26434,1
35343,0
45211,1
23177,0
16922,1
30016,0
19915,0
16934,1
34705,1
6181,0
17835,1
6585,0
27234,0
22006,1
13635,0
4421,1
49755,1
11986,0
17590,1
24771,1
32083,1
18126,1
47600,0
40122,0
26034,0
793,0
21284,0
8087,1
5746,1
35552,1
26558,0
27049,0
950,1
30253,0
770,0
22852,1
29542,1
14787,1
4348,0
33667,0
41071,0
41502,1
23142,0
29810,1
36950,1
48325,0
7998,1
23325,1
756,1
27151,0
30562,0
33561,1
44092,1
45708,1
8350,0
27343,1
20033,1
8511,1
50021,0
3223,1
4742,1
7096,0
52021,0
34007,1
10027,0
33112,0
39105,1
21722,0
10909,0
10996,0
32835,0
31214,1
42513,0
31967,0
42971,0
1296,1
29981,1
10217,1
34473,0
21694,1
15095,0
1586,1
15655,0
38496,1
52251,0
34210,1
16457,1
4412,1
14910,0
30159,0
26945,0
13217,1
3644,0
30887,0
40622,1
37601,1
37042,0
4111,0
4015,1
13609,0
8742,1
18543,1
25417,0
47477,0
46812,1
23759,1
731,0
24671,1
4439,0
42827,0
23807,1
30918,0
20587,1
35860,1
26366,0
37872,0
13929,0
38803,1
22289,0
43941,1
24186,0
51985,1
44213,0
26007,1
26151,0
7965,0
6508,1
11786,1
44335,0
29400,0
4124,1
40335,1
20361,0
41901,1
19404,0
36943,1
20344,0
4812,1
8814,0
14954,0
32509,1
50548,1
1547,0
18032,0
7667,1
14508,1
28848,1
35984,0
31533,0
41364,1
14172,1
26807,0
18580,0
1831,0
11059,1
49241,0
5192,0
51876,1
2207,0
10308,1
43665,1
7591,1
16898,0
44518,0
14038,0
17492,0
23115,1
37641,0
22224,1
24590,0
5243,1
16435,0
7411,1
9200,1
26973,0
24311,0
38010,0
39199,0
13402,0
33699,0
35603,0
33640,1
646,1
41492,1
8374,1
10818,0
35978,0
32673,1
20853,1
13125,0
46252,0
23217,1
10427,1
14457,1
50117,1
6839,0
28402,1
52484,0
43938,0
6150,1
26724,0
36066,1
42500,1
38105,1
45835,1
27084,1
24244,1
28162,1
43958,0
15573,1
19323,0
41392,0
46403,0
28550,0
16893,0
21596,1
3044,1
25613,0
12651,1
27534,0
43329,1
12729,0
45225,1
982,1
47040,1
17008,1
38874,0
31937,1
44014,0
9337,0
31839,1
5265,0
31350,1
36263,1
676,1
46640,0
44007,0
37359,1
33613,1
17946,0
19379,0
35309,1
30978,0
47984,0
37023,0
33532,1
29537,0
19342,1
41490,1
42842,1
15140,0
1350,1
46861,0
8086,1
30443,1
15864,1
26103,1
29477,0
13319,0
30239,1
2932,1
38108,1
40994,0
38530,1
24658,0
22357,0
35469,1
9988,1
22654,1
8489,0
47017,0
36353,0
23718,1
19033,1
1037,0
23310,1
19922,0
41221,1
13882,0
13037,1
11595,0
15060,1
43174,1
13785,0
21837,0
35902,0
27455,1
3645,0
48735,1
7666,1
9877,0
50243,1
14583,0
33437,0
47085,1
43362,1
20319,1
28302,0
49681,1
29111,0
8972,1
46582,1
41843,0
22705,1
23536,1
51902,0
37342,1
26341,1
48043,1
36666,0
21581,1
9152,0
15969,1
25460,0
19405,0
18025,1
15464,1
37211,1
36592,1
2130,1
15261,1
32113,1
2917,1
2766,1
32313,0
35971,1
12728,1
1479,1
47673,0
1407,0
652,1
9089,1
36291,0
50584,0
24623,0
34846,1
8507,1
454,1
21567,0
33813,0
24020,1
32052,0
28106,1
47797,0
27774,1
37771,0
27644,0
37808,1
23124,0
49833,1
34101,0
17609,0
11181,0
13177,0
48572,1
50708,1
14836,1
23044,1
16175,0
